time,open,high,low,close,Plot,New Moon,First Moon,Waning,Full Moon,Plot,Plot,Chars,Chars,Chars,Chars,Chars,Chars
1693555200,1943.15,1943.83,1943.03,1943.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693556100,1943.42,1943.46,1942.06,1942.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693557000,1942.1,1942.92,1941.97,1942.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693557900,1942.79,1943.16,1942.47,1943.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693558800,1943.05,1943.69,1942.96,1943.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693559700,1943.6,1944.54,1943.51,1944.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693560600,1944.24,1944.4,1943.87,1944.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693561500,1944.03,1944.35,1943.94,1944.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693562400,1944.29,1944.44,1943.98,1944.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693563300,1944.26,1944.38,1943.58,1943.84,1941.405,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693564200,1943.84,1944.23,1943.53,1944.02,1941.405,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693565100,1944.02,1944.39,1943.87,1944.34,1941.49,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693566000,1944.34,1945.42,1944.15,1944.68,1941.975,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693566900,1944.7,1945.36,1944.59,1944.98,1941.975,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693567800,1944.99,1945.93,1944.04,1944.16,1942.23,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693568700,1944.16,1944.68,1944.12,1944.53,1942.23,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693569600,1944.53,1946.32,1944.3,1946.01,1942.425,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693570500,1946.03,1946.52,1944.55,1945.78,1942.525,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693571400,1945.92,1953.03,1945.6,1948.37,1945.78,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693572300,1948.37,1952.29,1947.3,1950,1945.78,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
1693573200,1950.01,1950.61,1947.62,1949.53,1946.0149999999999,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
